symbol	globalScore	clinicalPrecedence	gwasCredibleSets	geneBurden	eva	genomicsEngland	gene2Phenotype	uniprotLiterature	uniprotVariants	orphanet	clingen	cancerGeneCensus	intogen	evaSomatic	cancerBiomarkers	crisprScreen	crispr	reactome	europepmc	expressionAtlas	impc	maxClinicalStage	isInMembrane	isSecreted	hasLigand	hasSmallMoleculeBinder	hasPocket	mouseOrthologMaxIdentityPercentage	hasHighQualityChemicalProbes	geneticConstraint	mouseKoScore	geneEssentiality	hasSafetyEvent	isCancerDriverGene	paralogMaxIdentityPercentage	tissueSpecificity	tissueDistribution
GARS1	0.005913277674955229	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.04863446380892969	No data	No data	No data	0	0	0	1	1	0.5669800000000003	No data	-0.5075565361279647	-0.9336028387424269	-1	255	No data	0	-1	-1
SLC9A2	0.005913277674955229	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.04863446380892969	No data	No data	No data	0	0	1	1	0	0.5566499999999998	No data	-0.3343629343629344	0	0	No data	No data	0	0.5	0
CISD2	0.005913277674955229	No data	No data	No data	0	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.04863446380892969	No data	No data	No data	0	0	0	1	0	0.8148150000000001	No data	-0.7551020408163265	-0.9105997745272698	0	No data	No data	0	-1	0
LINC01857	0.005913277674955229	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.04863446380892969	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data
GPAT2	0.005913277674955229	No data	No data	No data	0	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.04863446380892969	No data	No data	No data	0	0	0	0	0	0.1573050000000002	No data	0.18201875344732477	0	0	No data	No data	0	-1	0
DHCR7	0.005913277674955229	No data	No data	No data	0	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.04863446380892969	No data	No data	No data	0	0	1	1	0	0.4	No data	0.21169332597904034	-0.9366568647922707	0	No data	No data	0	0.5	-1
DZIP3	0.005913277674955229	No data	No data	No data	0	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.04863446380892969	No data	No data	No data	0	0	0	0	0	0.16390499999999975	No data	-0.3161610590182019	No data	0	No data	No data	0	-1	-1
NMNAT1	0.005913277674955229	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.04863446380892969	No data	No data	No data	0	0	0	0	1	0.10394000000000006	No data	0.5242140099282957	-0.820419450700996	0	No data	No data	0	-1	-1
SLC8A3	0.005913277674955229	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.04863446380892969	No data	No data	No data	0	0	0	0	0	0.7502699999999998	No data	-0.2961941533370105	-0.2722317694773746	0	No data	No data	-0.27524499999999996	0.75	0.5
ADAMTS20	0.005913277674955229	No data	No data	No data	0	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.04863446380892969	No data	No data	No data	0	1	0	0	0	0	No data	-0.038389409817981224	-0.006628892260891472	0	No data	No data	0	No data	No data
KLK10	0.005913277674955229	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.04863446380892969	No data	No data	No data	0	1	0	0	0	0	No data	0.7770546056260341	-0.6506159334058977	0	No data	No data	0	0.75	0
PYCR3	0.005913277674955229	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.04863446380892969	No data	No data	No data	0	0	0	0	0	0.10583999999999989	No data	0.6623276337562052	0	0	No data	No data	0	-1	0
VASH1	0.005913277674955229	No data	No data	No data	0	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.04863446380892969	No data	No data	No data	0	1	0	0	0	0.657535	No data	-0.1945945945945946	No data	0	No data	No data	0	0.5	-1
ITGB6	0.00589274546080608	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.04846559414292646	No data	No data	0.7	0	0	1	0	0	0.5241100000000003	No data	0.38345284059569784	-0.332654961983444	0	No data	No data	0	0.5	0
KCNA1	0.00589274546080608	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.04846559414292646	No data	No data	1	1	0	0	1	0	0.9191899999999997	No data	-0.05824600110314393	-0.9396795002958305	0	No data	No data	-0.48484750000000004	1	0.5
IL20	0.00589274546080608	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.04846559414292646	No data	No data	0.2	0	1	0	0	0	0	No data	0.6211803640375069	0	0	No data	No data	0	0.5	0.5
NPR2	0.00589274546080608	No data	No data	No data	0	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.04846559414292646	No data	No data	1	1	0	0	0	0	0.9331400000000002	No data	-0.6699393270821843	-0.9221578905212463	0	No data	No data	-0.02578750000000003	-1	0
OSBPL3	0.00589274546080608	No data	No data	No data	0	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.04846559414292646	No data	No data	No data	0	0	0	0	0	0.5715899999999998	No data	-0.3891891891891892	0	0	No data	No data	0	-1	0
ALG2	0.005882479353731503	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.048381159309924836	No data	No data	No data	0	0	0	0	0	0.026440000000000196	No data	0.6125758411472697	-0.6752747577927903	-1	No data	No data	0	-1	-1
OR2C3	0.005874253897328487	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.04831350805393212	No data	No data	No data	1	0	0	0	0	No data	No data	0.8874793160507446	No data	0	No data	No data	0	No data	No data
RPLP0	0.005844790170024456	No data	No data	No data	0	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.048071180083217493	No data	No data	1	0	0	1	1	0	No data	No data	-0.995146166574738	No data	-1	No data	No data	0	-1	-1
LIAT1	0.00582870968126135	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.0479389241683479	No data	No data	No data	0	0	0	0	0	0	No data	0.9960286817429675	-0.10129547872063965	0	No data	No data	No data	1	0
RMDN1	0.005828056415492899	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.04793355130542486	No data	No data	No data	0	0	0	0	0	0.06051000000000002	No data	0.41599558742415876	No data	0	No data	No data	0	-1	-1
SLC44A4	0.005824257955875306	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.04790231041721427	No data	No data	0.1	1	0	0	0	0	0.0985900000000001	No data	-0.11130722559293993	-0.208776039941779	0	No data	No data	0	0.5	0
GATA6	0.005803019684974292	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.04772763370249234	No data	No data	No data	0	0	0	0	0	0.4621850000000002	No data	-0.6576944291230006	-0.8284356826981822	0	No data	No data	0	0.5	0
GRIP2	0.005803019684974292	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.04772763370249234	No data	No data	No data	0	0	0	0	0	0.3863849999999999	No data	-0.28284611141754	No data	No data	No data	No data	-0.03882999999999992	0.75	0
TSACC	0.0058003504971349045	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.04770568064591194	No data	No data	No data	0	0	0	0	0	0	No data	0.07357970215113063	No data	0	No data	No data	No data	1	0.5
NPY1R	0.0058003504971349045	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.04770568064591194	No data	No data	No data	1	0	1	1	0	0.6614600000000003	1	-0.4587975730832874	-0.9140613967457506	0	255	No data	0	0.5	0
HPDL	0.0058003504971349045	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.04770568064591194	No data	No data	No data	0	0	0	0	0	0	No data	0.3675675675675676	-0.892125082720265	0	No data	No data	0	0.5	0.5
GPHA2	0.0058003504971349045	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.04770568064591194	No data	No data	No data	0	1	0	0	0	0.1472850000000001	No data	0.5036955322669607	No data	0	No data	No data	No data	1	0.5
ZNF671	0.0058003504971349045	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.04770568064591194	No data	No data	No data	0	0	0	0	0	No data	No data	0.7852178709321567	No data	0	No data	No data	0	-1	-1
SYBU	0.005797886631437005	No data	No data	No data	0	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.04768541628599154	No data	No data	No data	0	0	0	0	0	0.2609349999999999	No data	-0.13193601765030338	0	0	No data	No data	0	0.5	0
AANAT	0.005797886631437005	No data	No data	No data	0	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.04768541628599154	No data	No data	No data	0	0	0	0	0	0.1545900000000003	No data	0.4924434638720352	0	0	No data	No data	No data	0.5	0.5
HELLS	0.005781528136873797	No data	No data	No data	0	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.04755087387896532	No data	No data	No data	0	0	0	0	0	0.47494000000000014	No data	-0.5851075565361279	-0.9310816969243441	0	No data	No data	0	0.5	0
LY86	0.005779818282985754	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.0475368109799087	No data	No data	No data	0	1	0	0	0	0	No data	0.5997793712079427	-0.5688318031919815	0	No data	No data	No data	0.5	0
PTPN23	0.005769552175911177	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.04745237614690708	No data	No data	No data	0	0	0	0	0	0.5629600000000003	No data	-0.5987865416436845	-0.6996285946070365	-1	No data	No data	0	-1	-1
ASPA	0.005769552175911177	No data	No data	No data	0	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.04745237614690708	No data	No data	No data	0	0	0	0	1	0.31310000000000004	No data	0.22713734142305575	-0.8326864332631564	0	No data	No data	0	0.5	0
STX4	0.005769552175911177	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.04745237614690708	No data	No data	No data	1	0	0	0	0	0.5117849999999997	No data	-0.22978488692774413	-0.7793260687037986	0	No data	No data	0	-1	-1
DUSP14	0.005769552175911177	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.04745237614690708	No data	No data	No data	0	0	0	0	0	0.6969700000000003	No data	-0.3404302261445119	-0.8819078902682659	0	No data	No data	0	0.5	0
ROPN1L	0.005769552175911177	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.04745237614690708	No data	No data	No data	0	0	0	0	0	0	No data	0.6007722007722007	-0.146521054003399	0	No data	No data	0	1	0.5
TTF1	0.005749815701493048	No data	No data	No data	0	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.04729005113807657	No data	No data	No data	0	0	0	0	0	0	No data	0.0896856039713183	No data	-1	No data	No data	0	-1	-1
ASCL1	0.0057438869082247395	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.04724128906440305	No data	No data	No data	0	0	0	0	0	0.6822049999999997	No data	-0.677992277992278	-0.7284015302014615	0	No data	No data	0	0.5	0.5
CD8B	0.0057325475101486605	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.047148026820405635	No data	No data	No data	1	0	0	0	0	0	No data	-0.34407060121345834	-0.10652540981994113	No data	No data	No data	-0.9523800000000001	1	0
SPA17	0.005728487747612879	No data	No data	No data	0	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.04711463681490064	No data	No data	No data	0	0	0	0	0	0	No data	0.2778819635962493	-0.4870861386104308	0	No data	No data	0	0.5	0
CLPB	0.005728487747612879	No data	No data	No data	0	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.04711463681490064	No data	No data	No data	0	0	0	0	0	0.416545	No data	-0.5148372862658577	No data	0	No data	No data	No data	1	-1
HLA-L	0.005728487747612879	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.04711463681490064	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data
HLA-L	0.005728487747612879	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.04711463681490064	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data
ARMC10	0.005728487747612879	No data	No data	No data	0	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.04711463681490064	No data	No data	No data	0	0	0	0	0	0	No data	0.5519029233314947	No data	0	No data	No data	0	-1	-1
ARID4B	0.005728487747612879	No data	No data	No data	0	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.04711463681490064	No data	No data	No data	0	0	0	0	0	0.48170500000000016	No data	-0.9691119691119691	-0.10002712586620749	0	No data	No data	0	-1	-1
PPIL1	0.005709956086857137	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.04126836897786887	0.022775407852592813	No data	No data	0	0	0	0	0	0.9096400000000002	No data	0.18918918918918926	-0.8828721048606533	-1	No data	No data	0	-1	-1
